assunto|ementa
RECUPERAÇÃO JUDICIAL| APELAÇÃO CÍVEL. AÇÃO DE CONSIGNAÇÃO EM PAGAMENTO. EMPRESA EM RECUPERAÇÃO JUDICIAL. COMPENSÇÃO DE VALORES. COMPETENCIA DO JUÍZO. Ação de consignação de pagamento. Contrato de parceria comercial. Pedido de compensação. Valores incontroversos. Ação ajuizada contra empresa em recuperação judicial, objetivando depositar valor devido oriundo de contrato de parceria comercial. Após a compensação dos créditos existente entre as partes, verifica-se a existência de crédito em favor da recuperanda. Competência do Juízo civil comum, vez que não há disponibilização de bem ou patrimônio da empresa nem atos executórios. Possibilidade de compensação dos valores, não obstante a recuperação judicial da apelante. A compensação opera-se de pleno direito. Inteligência do artigo 368 do CC/2002. Não há violação ao direito dos demais credores. Aplicação do artigo 122 da Lei de Recuperação, que permite a compensação em caso de falência, desde que não estejam presentes as exceções dos incisos I e II. É uma incoerência exigir que a credora faça inserir seu crédito na lista de credores e ao mesmo tempo fique obrigada a pagar valor para a recuperanda. 
RECUPERAÇÃO JUDICIAL| AGRAVO DE INSTRUMENTO. DIREITO EMPRESARIAL. AÇÃO DE RECUPERAÇÃO JUDICIAL. DECISÃO PROFERIDA PELO MAGISTRADO A QUO QUE DEFERIU OS HONORÁRIOS DO ADMINISTRADOR JUDICIAL EM 2% (DOIS POR CENTO) SOBRE O PASSIVO DA EMPRESA AUTORA/RECUPERANDA. POSTULA O MINISTÉRIO PÚBLICO, ORA AGRAVANTE, A REDUÇÃO DOS HONORÁRIOS FIXADOS PARA 1% (UM POR CENTO), ADUZINDO QUE A REMUNERAÇÃO ARBITRADA PELO JUÍZO ACARRETARÁ EM AUMENTO TEMERÁRIO RELATIVAMENTE AO PASSIVO DA RECUPERANDA, AMEAÇANDO, ASSIM, A CONTINUIDADE DE SUAS ATIVIDADES. DECISÃO QUE NÃO MERECE REFORMA. ACORDO CELEBRADO ENTRE AS PARTES EM QUE A PRÓPRIA SOCIEDADE EM RECUPERAÇÃO JUDICIAL, APÓS ANALISAR O SEU FLUXO DE CAIXA E SEU PROJETO DE SOERGUIMENTO, APRESENTOU AO D. JUÍZO A EXTENSÃO E A FORMA DE PAGAMENTO DA REMUNERAÇÃO DO ADMINISTRADOR JUDICIAL, QUE MELHOR ATENDERIA ÀS SUAS NECESSIDADES, SENDO DEVIDAMENTE ACOLHIDO PELO JUÍZO DE PRIMEIRO GRAU. RECURSO A QUE SE NEGA PROVIMENTO. 
RECUPERAÇÃO JUDICIAL| DIREITO EMPRESARIAL E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. JUDICIAL. DISPENSA DE HOMOLOGAÇÃO DE PLANO DE RECUPERAÇÃO APRESENTAÇÃO DAS CERTIDÕES NEGATIVAS DE DÉBITOS TRIBUTÁRIOS PREVISTAS NO ART. 57 DA LEI 11.101/05. REQUISITO DOCUMENTAL QUE SERVE À EVIDÊNCIA DA REGULARIDADE FISCAL DA EMPRESA RECUPERANDA, OBSERVADO EVENTUAL PARCELAMENTO NA FORMA DO ART. 10-A DA LEI 10.522/02, INTRODUZIDO PELA LEI 13.043/14. DÍVIDAS TRIBUTÁRIAS QUE NÃO SE INCLUEM NO PLANO DE RECUPERAÇÃO. PREVALÊNCIA DO OBJETIVO DE PRESERVAÇÃO DA EMPRESA. QUESTIONAMENTO SOBRE A PROPORCIONALIDADE DA EXIGÊNCIA, REQUISITO ESSENCIAL DE TODO ATO DO PODER PÚBLICO, QUE SE APROXIMA DE SE CONSTITUIR EM INSTRUMENTO DE COBRANÇA TRIBUTÁRIA. ENTENDIMENTO RECENTE DO COLENDO STJ NO SENTIDO DA POSSIBILIDADE DA DISPENSA, UMA VEZ QUE O ART. 6º, §7º, DA LEI 11.101/05 ASSEGURA O PROSSEGUIMENTO DE EVENTUAIS EXECUÇÕES FISCAIS MOVIDAS CONTRA EMPRESAS EM RECUPERAÇÃO JUDICIAL, O QUE SÓ FAZ SENTIDO NO CASO DE DÍVIDAS QUE NÃO FORAM OBJETO DE PARCELAMENTO E QUE, POR ISSO, NÃO TÊM SUSPENSA A SUA EXIGIBILIDADE. ADEQUAÇÃO DA EXIGÊNCIA EM JUÍZO DE PROPORCIONALIDADE, DANDO SUSTENTO À DECISÃO RECORRIDA. RESSALVA DA IMPOSSIBILIDADE DE EXAME DAS CERTIDÕES ADUZIDAS AOS AUTOS RECURSAIS, TANTO EM RAZÃO DA COMPETÊNCIA DO JUÍZO DE ORIGEM, COMO PORQUE O PLANO DE RECUPERAÇÃO FOI HOMOLOGADO SOB A PREMISSA DE SUA DISPENSA. AGRAVO DE INSTRUMENTO DESPROVIDO. 
RECUPERAÇÃO JUDICIAL| APELAÇÃO CÍVEL. DIREITO CIVIL E EMPRESARIAL. AÇÃO DE COBRANÇA. RÉU SUBMETIDO À PLANO DE RECUPERAÇÃO JUDICIAL. SENTENÇA DE PARCIAL PROCEDÊNCIA. INCONFORMISMO MANIFESTADO PELO RÉU. 1- Alegação de ausência de impugnação específica da sentença deve ser afastada, posto que o apelante se insurge, inicialmente, quanto ao não conhecimento de seu Agravo Retido, pretendendo ainda que seja aplicada ao caso a Lei 11.105/2005. Não se trata, portanto, de recurso genérico, razão pela qual deve ser afastada a aplicação do referido art. 932, III, do CPC; 2- Agravo Retido deve ser conhecido, uma vez que o recurso foi interposto em 09/12/2015, quando ainda estava em vigor o CPC/73. Neste caso, o Agravo Retido ainda era o recurso adequado para impugnar a decisão interlocutória (despacho saneador), tendo preenchido todos os pressupostos legais para ser conhecido; 3- O Agravo Retido se insurge contra a decisão que deixou de conhecer a falta de interesse de agir da parte autora para a propositura da presente demanda, por encontrar-se o réu em recuperação judicial. Ocorre que é somente após a formação do título executivo judicial que caberá à parte autora habilitar seu crédito, submetendo-se ao plano de pagamento aos credores. Desta forma, a submissão da apelada ao regime da recuperação judicial não é razão suficiente para que retirar o interesse de eventual credor de ajuizar ação de conhecimento, e somente a eventual execução é que deverá se submeter ao juízo recuperando. Precedentes deste Tribunal de Justiça; 4- A suspensão do feito por força do art. 6º §4° da Lei 11.101/2005 é matéria que comporta exceção, como a relativa às demandas ilíquidas, conforme preceitua o §1º do referido art. 6º. Sendo assim, antes de formado o título executivo, tal exceção é aplicável ao presente caso, razão pela qual, por ora, o feito não deve ser suspenso. Precedentes deste Tribunal de Justiça; 5- O art. 9º, II, da Lei 11.101/2005 impõe que o crédito deverá ser habilitado com atualização até a data do pedido da recuperação judicial. O referido dispositivo legal não proíbe que os juros e correção monetária sejam fixados a título de condenação, mas apenas determina a suspensão de sua fluência enquanto não resolvido o passivo da empresa em recuperação. Não há nada que impeça que, após a satisfação do passivo aos credores habilitados, e havendo ativo que os suporte, possam ser pagos os juros contratuais e os legais vencidos durante o período do processamento da falência ou liquidação extrajudicial. Precedente do E. STJ; 6- Sentença mantida. Honorários advocatícios majorados em 2% do valor atualizado da condenação, conforme a regra do art. 85, § 11 do CPC. 
RECUPERAÇÃO JUDICIAL|" AGRAVO DE INSTRUMENTO INTERPOSTO PELO BANCO BRADESCO S.A CONTRA DECISÃO QUE, EM SEDE AÇÃO DE RECUPERAÇÃO JUDICIAL DA EMPRESA SAYDER TRANSPORTES LTDA., PRORROGOU, UMA VEZ MAIS, O PERÍODO DE SUSPENSÃO PREVISTO NO ART. 6º, § 4º, DA LEI 11.101/05, POR MAIS 180 DIAS. CUIDA-SE DE DECISÃO INTERLOCUTÓRIA PROFERIDA EM PROCESSO DE RECUPERAÇÃO JUDICIAL ÀS FLS. 4242/4244, (ÍNDICE 000084 ¿ANEXO 1) QUE DENTRE OUTROS PEDIDOS, DEFERIU ¿...A SUSPENSÃO PELO PRAZO DE 180 DIAS OU ATÉ A REALIZAÇÃO DE ASSEMBLEIA GERAL DE CREDORES (O QUE VIER PRIMEIRO) DE TODAS AS AÇÕES EM CURSO EM FACE DA REQUERENTE E, INCLUSIVE AÇÕES DE BUSCA E APREENSÃO ENVOLVENDO BENS NECESSÁRIOS PARA A REALIZAÇÃO DO OBJETO SOCIAL, ESPECIALMENTE VEÍCULOS DA FROTA UTILIZADA PELA EMPRESA PARA ""TRANSPORTE RODOVIÁRIO DE CARGAS E LOCAÇÃO DE VEÍCULOS QUE LHE FIDUCIARIAMENTE....)¿ TENHAM INCONFORMADO, O BANCO BRADESCO AGRAVA DA DECISÃO, ALEGANDO DESNECESSIDADE DE PRORROGAR A SUSPENSÃO DIANTE DA DESÍDIA DA AGRAVADA. PRETENDE A REFORMA DA DECISÃO. NÃO ASSISTE RAZÃO AO AGRAVANTE. O STJ TEM JURISPRUDÊNCIA CONSOLIDADA NO SENTIDO DE QUE O DECURSO DO PRAZO DE 180 DIAS PREVISTO NO ARTIGO 6º, §4º, DA LEI DE FALÊNCIAS, POR SI SÓ, NÃO BASTA PARA AUTORIZAR A RETOMADA DAS DEMANDAS MOVIDAS CONTRA O DEVEDOR, UMA VEZ QUE A SUSPENSÃO TAMBÉM ENCONTRA FUNDAMENTO NOS ARTS. 47 E 49 DAQUELE DIPLOMA LEGAL, CUJO OBJETIVO É GARANTIR A PRESERVAÇÃO DA EMPRESA E A MANUTENÇÃO DOS BENS DE CAPITAL ESSENCIAIS À ATIVIDADE NA POSSE DA RECUPERANDA. NO CASO EM TELA, A PRORROGAÇÃO É NECESSÁRIA POIS NÃO RESTOU COMPROVADA A DESÍDIA DA AGRAVADA, OU QUE A EMPRESA RECORRIDA ESTEJA CONTRIBUINDO DIRETA OU PARA A DEMORA NO PROCESSAMENTO DA RECUPERAÇÃO CUJO PLANO FOI APRESENTADO APENAS EM 27/11/2016. COM EFEITO, O PROSSEGUIMENTO DOS PROCESSOS INVIABILIZARIA QUALQUER POSSIBILIDADE DE RECUPERAÇÃO DA EMPRESA, NA FORMA DO ARTIGO 47 DA LRF, RAZÃO PELA QUAL NÃO MERECE REPARO A DECISÃO. NEGATIVA DE PROVIMENTO AO AGRAVO DE INSTRUMENTO. A decisão agravada analisou o pedido à luz da presença dos requisitos ensejadores à concessão da tutela de urgência, entendendo o MM. Juiz a quo que, por ora, não estavam demonstrados nos autos os pressupostos estabelecidos no artigo 300 do NCPC, quais sejam: a) probabilidade do direito; b) perigo de dano ou o risco do resultado útil do processo; c) reversibilidade dos efeitos da decisão. Depreende-se que a alegada plausibilidade do direito perseguido pelo Banco ora agravante (fumus boni iuris) residiria no argumento de que a empresa é desidiosa e que não há possibilidade de recuperação. Já o periculum in mora se consubstanciaria na demora na defesa dos interesses dos credores da recuperanda. O inconformismo do ARRENDADOS OU INDIRETAMENTE ALIENADOS SIDO ora Agravante não merece amparo. No caso não resta comprovada a desídia da recuperanda quanto ao andamento da recuperação. Além disso, a Lei de Recuperação judicial é orientada pelo princípio da preservação da empresa, baseado em uma visão macroeconômica da atividade empresarial, que transcende os interesses privados dos credores e da própria empresa, tudo com o fim de se evitar a decretação da quebra. A opção legislativa pelo instituto funda-se no fato de que a manutenção empresa envolve outros setores da sociedade, não se limitando aos sócios que a integram, pois movimenta a economia do país ao criar empregos e produzir bens. Conquanto a lei trate como peremptório o prazo de suspensão das ações opostas contra a recuperanda, em alguns casos, a prorrogação do prazo da suspensão é medida aceita pela jurisprudência do E. STJ, mormente, quando se está diante de uma recuperação complexa, como se verifica dos documentos carreados a fls.17/466, do processo principal nº 0007518-59.2016.8.19.0007. Indubitavelmente, o indeferimento do pedido de prorrogação do prazo em discussão comprometeria mais ainda a saúde financeira da empresa, diante da possibilidade de constatação de lesão de difícil reparação, na hipótese de os credores ajuizarem ação de execução, com a penhora de bens. Não há, portanto, que se cogitar em perigo na demora para os credores afetados pela suspensão das ações e execuções em face da agravada, eis que há que se considerar que a medida tem como objetivo justamente viabilizar a superação da situação de crise econômico-financeira da devedora, promovendo a preservação da empresa e, assim, garantir os interesses dos credores, conforme prevê o art. 47 da Lei 11.101/05. Na verdade, restaria caracterizado o perigo de dano inverso, se as empresas fossem prejudicadas com a revogação da prorrogação da proteção conferida a recuperanda pelo stay period. Decisão que não merece reforma. Negativa de provimento ao agravo de instrumento. "
RECUPERAÇÃO JUDICIAL| AGRAVO DE INSTRUMENTO. RECUPERAÇÃO JUDICIAL. DECISÃO DA ASSEMBLÉIA DE CREDORES QUE HOMOLOGOU PLANO ALTERNATIVO DE PAGAMENTO DOS CREDORES. POSSIBILIDADE. CONDIÇÃO APROVADA POR MAIORIA ABSOLUTA EM ASSEMBLEIA GERAL DE CREDORES. PAPEL DO MAGISTRADO RESTRITO AO CONTROLE DE LEGALIDADE. PRECEDENTES DO SUPERIOR TRIBUNAL DE JUSTIÇA E DESTA E. CORTE. MANUTENÇÃO DA DECISÃO RECORRIDA. RECURSO A QUE SE NEGA PROVIMENTO. 
RECUPERAÇÃO JUDICIAL| INSTRUMENTO. AGRAVO DE INSTRUMENTO. RECUPERAÇÃO JUDICIAL DE BSM ENGENHARIA S/A E GRUPO TENSOR EQUIPAMENTOS S/A. IMPUGNAÇÃO DE CRÉDITO. DECISÃO DO MM. JUÍZO DA VARA EMPRESARIAL EXCLUINDO OS AGRAVANTES DA LISTA DE CREDORES. CRÉDITO ILÍQUIDO, ASSIM RECONHECIDO EM ANTERIOR JULGAMENTO REALIZADO POR ESTA CÂMARA CÍVEL. DISCUSSÃO PENDENTE NO JUÍZO ARBITRAL. ACERTO DO DECISUM RECORRIDO. O CRÉDITO ILÍQUIDO, EMBORA SUJEITO À RECUPERAÇÃO JUDICIAL, NÃO PODE SER HABILITADO. SUSPENSÃO DA HABILITAÇÃO DO CRÉDITO ATÉ QUE SE SOLUCIONE O LITÍGIO PENDENTE NO JUÍZO ARBITRAL. POSSIBILIDADE DOS CREDORES RESERVAREM SEU CRÉDITO PERANTE AS EMPRESAS RECUPERANDAS, INDEPENDENTEMENTE DE DECISÃO DEFINITIVA NAQUELE JUÍZO (ART. 6º, §3º E ART. 39 DA LEI 11.101/05), O QUE PODERIA LEGITIMAR O DIREITO DE VOTO NA ASSEMBLEIA GERAL DE CREDORES. DESPROVIMENTO DO AGRAVO DE INSTRUMENTO. 
RECUPERAÇÃO JUDICIAL| FISCAL. DEFERIMENTO DE EXECUÇÃO AGRAVO DE PARCELAMENTO DO CRÉDITO TRIBUTÁRIO EM RECUPERAÇÃO JUDICIAL NÃO COMPROVADO. RECUPERAÇÃO JUDICIAL ENCERRADA. POSSIBILIDADE DE DETERMINAÇÃO DE ATOS CONSTRITIVOS PELO JUÍZO DA EXECUÇÃO FISCAL. 1. Crédito tributário. Plano de recuperação. Ausência de inclusão do referido débito da recuperanda. Ausência de prova quanto ao seu já pagamento. 2. A jurisprudência do STJ confere competência ao juízo empresarial para decidir sobre os atos constritivos do patrimônio da recuperanda, durante a recuperação judicial, não se aplicando esse entendimento após o encerramento daquela, conforme inteligência do art. 62 da Lei nº 11.101/05. 3. Ademais, o que a referida jurisprudência determina é a suspensão dos atos constritivos do patrimônio da recuperanda pelo juízo da execução fiscal, mas não o prosseguimento da demanda tributária, uma vez que o crédito fiscal não se submete ao plano de recuperação judicial, conforme disposto no art. 6º, §7º, da Lei nº 11.101/05. 3. Prosseguimento da ação de execução fiscal que se impõe. 4. Conhecimento e desprovimento do recurso. 
RECUPERAÇÃO JUDICIAL| DIREITO EMPRESARIAL - AGRAVO DE INSTRUMENTO - RECUPERAÇÃO JUDICIAL - DECISÃO QUE DEFERIU A PRORROGAÇÃO DO CHAMADO STAY PERIOD - ART. 6, DA LEI N° 11.101/05 - POSSIBILIDADE - JURISPRUDÊNCIA NO SENTIDO DE FLEXIBILIZAÇÃO DA IMPRORROGABILIDADE DO PERÍODO - EXAME DAS PECULIARIDADES DE CADA CASO CONCRETO - PRINCÍPIO DA PRESERVAÇÃO DA EMPRESA - LAPSO TEMPORAL PARA REORGANIZAÇÃO DA SITUAÇÃO ECONÔMICA DA RECUPERANDA - REFORMA PARCIAL DA DECISÃO SOMENTE PARA REDUÇÃO DO PRAZO PARA 120 DIAS - MINUCIOSO PARECER DO PARQUET NESSE SENTIDO - OBSERVÂNCIA DOS PRINCÍPIOS DA CELERIDADE E DA EFETIVIDADE DA PRESTAÇÃO JURISDICIONAL DÁ-SE PARCIAL PROVIMENTO AO RECURSO. 
REQUERIMENTO DE FALÊNCIA|" EMPRESARIAL. REQUERIMENTO DE FALÊNCIA. SENTENÇA DE EXTINÇÃO DO PROCESSO SEM RESOLUÇÃO DE MÉRITO POR AUSÊNCIA DE CONDIÇÃO ESPECÍFICA DE PROCEDIBILIDADE FACE A AUSÊNCIA DA INTIMAÇÃO DO PROTESTO NA PESSOA DO REPRESENTANTE LEGAL DA EMPRESA RÉ. APELO AUTORAL, BUSCANDO A REFORMA INTEGRAL DO JULGADO. PRECEDENTE DO E. JURISPRUDÊNCIA DA CORTE STJ. VERBETE Nº 361 DA SÚMULA DA INFRACONSTITUCIONAL. PROVIMENTO. Na espécie, o pedido de decretação de falência encontra-se fundamentado no artigo 94, I, da Lei Nacional nº 11.101/2005 ""[(...) Art. 94. Será decretada a falência do devedor que: I - sem relevante razão de direito, não paga, no vencimento, obrigação líquida materializada em título ou títulos executivos protestados cuja soma ultrapasse o equivalente a 40 (quarenta) salários-mínimos na data do pedido de falência; (...)]"". Na mesma sorte, na notificação do protesto, para fins falimentares, consta a identificação da pessoa que Jurisprudência da Corte a Infraconstitucional, segundo o qual a notificação do protesto, para requerimento de falência da empresa devedora, exige a identificação da pessoa que a recebeu. Precedentes do E. STJ acerca da pacificação do entendimento de que, na intimação do protesto para requerimento de falência, faz-se necessária a identificação da pessoa que o recebeu, e não a intimação na pessoa do representante legal da pessoa jurídica devedora. Ademais, a empresa devedora não apresentou plano de recuperação judicial nem realizou o depósito elisivo, nas formas e nos prazos de que dispunha (artigos 51, 95, 96, VII, e 98, parágrafo único, todos da Lei Nacional nº 11.101/2005). Reforma da sentença que se impõe. Provimento do apelo autoral para, reformando o julgado, determinar o prosseguimento do feito, dando-se vista ao Ministério Público, na forma da lei. "
REQUERIMENTO DE FALÊNCIA| DIREITO EMPRESARIAL. REQUERIMENTO DE FALÊNCIA. IMPONTUALIDADE INJUSTIFICADA DO DEVEDOR. ART. 94, INCISO I DA LEI 11.101/2005. INADIMPLEMENTO DE DUPLICATAS DE PRESTAÇÃO DE SERVIÇOS DEVIDAMENTE  IRRESIGNAÇÃO DA PARTE AUTORA. PROTESTADAS. COMPROVAÇÃO DO PAGAMENTO DA DÍVIDA. SENTENÇA DE IMPROCEDÊNCIA. INEXISTÊNCIA DE VIOLAÇÃO DOS PRINCÍPIOS DA CONGRUÊNCIA E DO CONTRADITÓRIO. SENTENÇA QUE GUARDA CORRELAÇÃO COM AS QUESTÕES VEICULADAS NA PEÇA INICIAL. PARTE AUTORA QUE NÃO CONSEGUIU INFIRMAR A INEXISTÊNCIA DE DÍVIDA A CARGO DA EMPRESA RÉ, INCLUSIVE POR FORÇA DE ADIANTAMENTOS REALIZADOS A SEU FAVOR. ABATIMENTO DO VALOR DO CRÉDITO CONFORME PREVISÃO CONTRATUAL. PARTE AUTORA QUE NÃO SE DESINCUMBIU DO ÔNUS DE PROVAR QUE OS VALORES ADIANTADOS SE DESTINAVAM AO PAGAMENTO DE OUTRAS OBRIGAÇÕES CONTRATUAIS. PRECISO PARECER MINISTERIAL. ÓBICE À DECRETAÇÃO DE QUEBRA. INTELIGÊNCIA DO ART. 96, IV DA LEI 11.101/2005. ÔNUS DE SUCUMBÊNCIA. CORREÇÃO DO DECISUM. IMPROCEDÊNCIA DO PEDIDO QUE, POR FORÇA DA SUCUMBÊNCIA, IMPÕE AO AUTOR O RESSARCIMENTO DAS DESPESAS PROCESSUAIS. SITUAÇÃO EM QUE HAVIA JUSTA CAUSA PARA A NÃO ACEITAÇÃO DOS VALORES COBRADOS INICIALMENTE DA EMPRESA RÉ, DIANTE DOS ADIANTAMENTOS. DESPROVIMENTO DO APELO. 
REQUERIMENTO DE FALÊNCIA|" Apelação. Consumidor. Ação de obrigação de fazer c/ indenizatória proposta em face de Serasa S/A fundada em suposta recusa em excluir de seu banco de dados a informação de que a empresa autora se encontra falida. Incontroverso que em março de 2015 foi decretada a falência da apelante, a qual foi desconstituída por decisão proferida em 2º grau de jurisdição, transitada em julgado em junho daquele ano. Contudo, do documento emitido em 07.10.15, é possível verificar que ainda naquela data constava no banco de dados da ré a informação acerca do requerimento e decretação da falência, sem qualquer ressalva sobre sua desconstituição, da qual fora comunicada em agosto de 2015, através de ofício expedido pelo juízo onde tramitou o requerimento de falência. Falha na prestação do serviço. Ofício que é claro ao comunicar à apelada sobre desconstituição da falência da autora ""para as providências necessárias"", dentre as quais, por decorrência lógica, a atualização de seu banco de dados para fazer constar, ao menos, uma ressalva neste sentido, o que não ocorreu. Inocorrência de danos morais. Súmula 385 STJ. Demonstrado que, desde antes da desconstituição da falência, a empresa autora possuía centenas de negativações preexistentes, dentre elas 169 pendências e 440 protestos. Lucros cessantes não comprovados. Não se mostra verossímil que a concretização de negócio entre autora e suposta cliente tenha sido frustrada tão somente por conta da decretação de falência, tendo em vista que a apelante, poderia, inclusive, ter comprovado a desconstituição da falência mediante apresentação do acórdão transitado em julgado. Reforma da sentença para julgar parcialmente procedente a pretensão deduzida e determinar que a ré proceda à baixa, em seu banco de dados, da informação de falência da empresa autora. RECURSO PARCIALMENTE PROVIDO "
REQUERIMENTO DE FALÊNCIA| AGRAVO DE INSTRUMENTO. REQUERIMENTO DE FALÊNCIA. SENTENÇA ACOLHENDO O PEDIDO E DECRETANDO A FALÊNCIA DA EMPRESA. ALEGAÇÃO DE NULIDADE DO ATO CITATÓRIO, QUE SE AFASTA. PREENCHIMENTO DOS REQUISITOS DO ARTIGO 94, II DA LEI FALIMENTAR, AFASTANDO O ARGUMENTO DE INADEQUAÇÃO DA VIA ELEITA. INEXISTÊNCIA DE OMISSÃO DO JUÍZO A QUO EM RELAÇÃO AO DEPÓSITO ELISIVO. SEGUNDO A EXEGESE DO ARTIGO 98 DA LEI 11.101/05, O MESMO DEVERIA SER APRESENTADO NO PRAZO DE CONTESTAÇÃO. ALÉM DISSO, HOUVE OPORTUNIZAÇÃO PELO JUÍZO PARA QUE O AGRAVANTE EFETUASSE O DEPÓSITO DO VALOR DO DÉBITO, TENDO O RECORRENTE FICADO INERTE CONSOANTE CERTIDÃO CARTORÁRIA. INEXISTÊNCIA DE CERCEAMENTO DE DEFESA EM VIRTUDE DO INDEFERIMENTO DA PROVA DOCUMENTAL SUPERVENIENTE. A TEOR DO ARTIGO 370 DO NCPC, CABE AO JUIZ ENQUANTO DIRIGENTE DO PROCESSO, VALORAR A NECESSIDADE DA PRODUÇÃO DAS PROVAS. EXISTÊNCIA E LIQUIDEZ DO CRÉDITO DO AGRAVADO.. RECURSO DESPROVIDO. 
REQUERIMENTO DE FALÊNCIA| Agravo de instrumento. Tutela de urgência em querela nullitatis. Agravante que pretende a suspensão dos atos processuais e de todos os efeitos da sentença que decretou a falência da SERVPORT SERVIÇOS PORTUÁRIOS E MARÍTIMOS LTDA, diante da nulidade do ato citatório. Reconhecimento pela Terceira Turma do STJ, da nulidade absoluta das alterações do contrato social da empresa, com efeito ex tunc, que falsificação das assinaturas do agravante registradas na Junta Comercial do Rio de Janeiro. Citação na ação de requerimento de falência, que se deu em nome do sócio apontado como representante legal da sociedade, na alteração contratual declarada fraudulenta. Probabilidade do direito alegado e perigo de dano irreparável evidenciados. Suspensão dos efeitos da sentença de quebra e do próprio processo que a decretou. Medida que se impõe. Provimento do recurso para suspender os efeitos da sentença de falência da empresa SERVPORT SERVIÇOS PORTUÁRIOS E MARÍTIMOS LTDA, devendo ser igualmente suspenso o respectivo processo de nº 0140853-08.2010.8.19.0001 até o julgamento do mérito da presente ação declaratória, de forma a minorar-se os efeitos nocivos decorrentes da alteração contratual reconhecida como fraudulenta e por isso considerada nula pela Terceira Turma do Superior Tribunal de Justiça no julgamento do REsp. nº 1368960. 
REQUERIMENTO DE FALÊNCIA| PROCESSUAL CIVIL. REQUERIMENTO DE FALÊNCIA. PEDIDO FORMULADO COM BASE NA IMPONTUALIDADE INJUSTIFICADA DO DEVEDOR. CRÉDITO LASTREADO EM DÍVIDA TRABALHISTA. PROTESTO. INTIMAÇÃO POR EDITAL. POSSIBILIDADE. INATIVIDADE DA AGRAVANTE HÁ MAIS DE CINCO ANOS. PRINCÍPIO DA FUNÇÃO SOCIAL E PRESERVAÇÃO DA EMPRESA QUE NÃO PODE TER A SUA APLICAÇÃO RESTRITA SOMENTE À SUPERAÇÃO DA SITUAÇÃO DE CRISE ECONÔMICO- FINANCEIRA DO DEVEDOR, TAL COMO PODERIA SE CONCLUIR DA LEITURA ISOLADA DO ARTIGO 47 DA LEI 11.101/05, MAS TAMBÉM À IDEIA DE FUNÇÃO SOCIAL DA EMPRESA E À CAPACIDADE ECONÔMICA DA SOCIEDADE EMPRESÁRIA, RELATIVA AO EXERCÍCIO DA ATIVIDADE EMPRESARIAL, ASSUMINDO, ASSIM, A FEIÇÃO DE NÍTIDO LIMITE AOS ABUSOS CONTRATUAIS. AGRAVANTE QUE ENCONTRA-SE INATIVA HÁ MAIS DE CINCO ANOS. INAPLICABILIDADE DO PRONCÍPIO DA PRESERVAÇÃO DA EMPRESA. MA NUTENÇÃO DA DECISÃO RECORRIDA. DESPROVIMENTO DO RECURSO 
REQUERIMENTO DE FALÊNCIA|" APELAÇÃO CÍVEL. REQUERIMENTO DE FALÊNCIA. NÃO PAGAMENTO DE DUPLICATA. TÍTULO PROTESTADO NOS TERMOS DO ART. 96, DA LEI Nº 11.101/05. FALÊNCIA AFASTADA DIANTE DO DEPÓSITO ELESIVO. COBRANÇA LEGITIMA. SENTENÇA MANTIDA. DESPROVIMENTO DO RECURSO. - É entendimento consolidado no âmbito do Superior Tribunal de Justiça que o protesto para fins de falência deve apenas conter a identificação da pessoa que o recebeu a devida intimação, e não a intimação na pessoa do representante legal da pessoa jurídica, consoante dispõe o Enunciado nº 361 de sua Súmula, in verbis: ""A notificação do protesto, para requerimento de falência da empresa devedora, exige a identificação da pessoa que a recebeu"" - Não há necessidade de protesto contendo menção específica do futuro requerimento de falência, em que pese ser obrigatório para tal requisição. - O protesto por falta de pagamento é suficiente para provar a impontualidade do devedor e instruir o requerimento de falência, impedida sua decretação, ante o depósito elisivo realizado tempestivamente. - Outrossim, apesar de afastada a possibilidade de decretação de falência, é possível a utilização do rito de cobrança, a fim de apurar a existência e exigibilidade da dívida. Precedente deste E. Tribunal de Justiça. - No que tange a legitimidade da cobrança, merece ser rechaçado o pedido de tutela inibitória. - Ao contrário do suscitado, não mais subsiste a liminar concedida nos autos nº 0044729-60.2010.8.19.0001. Em consulta ao sitio deste TJRJ verifica-se, inclusive, que o referido feito fora extinto, sem resolução de mérito. - No tocante à ausência de realização da prova pericial para comprovação de pagamentos dos créditos cobrados, a mesma restou preclusa, conforme se observa da leitura de fls. 355/404. - De fato, o apelante não efetuou o depósito dos honorários do perito contábil nomeado pelo Juízo a quo para realização da prova pericial requerida, quedando-se inerte. - Destarte forçoso reconhecer que o réu, ao não realizar o depósito dos honorários periciais, abriu mão de seu direito à produção de provas, ocorrendo preclusão temporal pela perda da faculdade de praticar o ato processual. - Por fim, ante o disposto no art. 85, §11º, do CPC, fixa-se em 3% sobre o valor cobrado. "
